------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.2
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 22
time diff [logger-smartphone](sec), -1
lat, 43.465660
long, -3.778420
accuracy (m), 4.0
------------------------------,--------------------
time,temp
2025-06-05 12:53:40,25.9
2025-06-05 12:54:00,24.2
2025-06-05 12:54:20,22.7
2025-06-05 12:54:40,21.5
2025-06-05 12:55:00,20.5
2025-06-05 12:55:20,19.8
2025-06-05 12:55:40,19.3
2025-06-05 12:56:00,18.8
2025-06-05 12:56:20,18.5
2025-06-05 12:56:40,18.3
2025-06-05 12:57:00,18.2
2025-06-05 12:57:20,18.1
2025-06-05 12:57:40,18.0
2025-06-05 12:58:00,17.9
2025-06-05 12:58:20,17.9
2025-06-05 12:58:40,17.8
2025-06-05 12:59:00,17.8
2025-06-05 12:59:20,17.7
2025-06-05 12:59:40,17.7
2025-06-05 13:00:00,NA
2025-06-05 13:00:20,NA
2025-06-05 13:00:40,NA
