------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, 43.463643
long, -3.781634
accuracy (m), 4.5
------------------------------,--------------------
time,temp
2025-11-05 11:09:00,25.3
2025-11-05 11:09:20,25.0
2025-11-05 11:09:40,23.3
2025-11-05 11:10:00,22.0
2025-11-05 11:10:20,20.9
2025-11-05 11:10:40,20.1
2025-11-05 11:11:00,19.4
2025-11-05 11:11:20,18.9
2025-11-05 11:11:40,18.5
2025-11-05 11:12:00,18.2
2025-11-05 11:12:20,18.1
2025-11-05 11:12:40,17.9
2025-11-05 11:13:00,17.8
2025-11-05 11:13:20,17.6
2025-11-05 11:13:40,17.6
2025-11-05 11:14:00,17.6
2025-11-05 11:14:20,17.5
2025-11-05 11:14:40,17.5
2025-11-05 11:15:00,17.4
2025-11-05 11:15:20,17.5
2025-11-05 11:15:40,17.6
2025-11-05 11:16:00,17.6
2025-11-05 11:16:20,NA
