------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, NA
long, NA
accuracy (m), NA
------------------------------,--------------------
time,temp
2026-09-24 13:07:40,29.4
2026-09-24 13:08:00,29.5
2026-09-24 13:08:20,29.9
2026-09-24 13:08:40,30.2
2026-09-24 13:09:00,28.8
2026-09-24 13:09:20,27.0
2026-09-24 13:09:40,25.1
2026-09-24 13:10:00,23.7
2026-09-24 13:10:20,22.6
2026-09-24 13:10:40,21.8
2026-09-24 13:11:00,21.1
2026-09-24 13:11:20,20.7
2026-09-24 13:11:40,20.4
2026-09-24 13:12:00,20.1
2026-09-24 13:12:20,19.9
2026-09-24 13:12:40,19.8
2026-09-24 13:13:00,19.7
2026-09-24 13:13:20,19.6
2026-09-24 13:13:40,19.6
2026-09-24 13:14:00,19.6
2026-09-24 13:14:20,19.7
2026-09-24 13:14:40,19.9
2026-09-24 13:15:00,NA
