------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 28
time diff [logger-smartphone](sec), 0
lat, 43.463732
long, -3.781542
accuracy (m), 3.0
------------------------------,--------------------
time,temp
2026-05-11 10:39:00,25.9
2026-05-11 10:39:20,25.7
2026-05-11 10:39:40,25.2
2026-05-11 10:40:00,23.4
2026-05-11 10:40:20,21.9
2026-05-11 10:40:40,20.7
2026-05-11 10:41:00,19.7
2026-05-11 10:41:20,18.9
2026-05-11 10:41:40,18.4
2026-05-11 10:42:00,18.0
2026-05-11 10:42:20,17.6
2026-05-11 10:42:40,17.3
2026-05-11 10:43:00,17.1
2026-05-11 10:43:20,16.9
2026-05-11 10:43:40,16.8
2026-05-11 10:44:00,16.7
2026-05-11 10:44:20,16.7
2026-05-11 10:44:40,16.6
2026-05-11 10:45:00,16.6
2026-05-11 10:45:20,16.5
2026-05-11 10:45:40,16.5
2026-05-11 10:46:00,16.5
2026-05-11 10:46:20,16.5
2026-05-11 10:46:40,16.5
2026-05-11 10:47:00,16.6
2026-05-11 10:47:20,16.5
2026-05-11 10:47:40,16.6
2026-05-11 10:48:00,16.6
