------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 25
time diff [logger-smartphone](sec), -5
lat, 43.451493
long, -3.821763
accuracy (m), 13.8
------------------------------,--------------------
time,temp
2025-03-19 10:12:17,NA
2025-03-19 10:12:37,19.5
2025-03-19 10:12:57,19.5
2025-03-19 10:13:17,19.0
2025-03-19 10:13:37,17.5
2025-03-19 10:13:57,16.5
2025-03-19 10:14:17,15.5
2025-03-19 10:14:37,15.0
2025-03-19 10:14:57,14.5
2025-03-19 10:15:17,14.0
2025-03-19 10:15:37,13.5
2025-03-19 10:15:57,13.5
2025-03-19 10:16:17,13.5
2025-03-19 10:16:37,13.5
2025-03-19 10:16:57,13.5
2025-03-19 10:17:17,13.0
2025-03-19 10:17:37,13.0
2025-03-19 10:17:57,13.0
2025-03-19 10:18:17,13.0
2025-03-19 10:18:37,13.0
2025-03-19 10:18:57,NA
2025-03-19 10:19:17,NA
2025-03-19 10:19:37,14.0
2025-03-19 10:19:57,NA
2025-03-19 10:20:17,NA
