------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 43
time diff [logger-smartphone](sec), -2
lat, 43.436108
long, -4.030758
accuracy (m), 3.6
------------------------------,--------------------
time,temp
2026-08-31 14:36:40,NA
2026-08-31 14:37:00,27.4
2026-08-31 14:37:20,28.0
2026-08-31 14:37:40,28.2
2026-08-31 14:38:00,28.6
2026-08-31 14:38:20,28.8
2026-08-31 14:38:40,28.8
2026-08-31 14:39:00,28.7
2026-08-31 14:39:20,28.6
2026-08-31 14:39:40,28.0
2026-08-31 14:40:00,27.1
2026-08-31 14:40:20,26.4
2026-08-31 14:40:40,25.8
2026-08-31 14:41:00,25.4
2026-08-31 14:41:20,25.0
2026-08-31 14:41:40,24.6
2026-08-31 14:42:00,24.3
2026-08-31 14:42:20,24.1
2026-08-31 14:42:40,23.9
2026-08-31 14:43:00,23.7
2026-08-31 14:43:20,23.6
2026-08-31 14:43:40,23.5
2026-08-31 14:44:00,23.4
2026-08-31 14:44:20,23.4
2026-08-31 14:44:40,23.3
2026-08-31 14:45:00,23.4
2026-08-31 14:45:20,23.5
2026-08-31 14:45:40,23.4
2026-08-31 14:46:00,23.5
2026-08-31 14:46:20,23.5
2026-08-31 14:46:40,23.4
2026-08-31 14:47:00,23.5
2026-08-31 14:47:20,23.4
2026-08-31 14:47:40,23.5
2026-08-31 14:48:00,23.4
2026-08-31 14:48:20,23.5
2026-08-31 14:48:40,23.5
2026-08-31 14:49:00,23.8
2026-08-31 14:49:20,23.9
2026-08-31 14:49:40,23.9
2026-08-31 14:50:00,23.9
2026-08-31 14:50:20,23.9
2026-08-31 14:50:40,24.2
