------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.22
downloading device type, iphone
device, iPhone
device name, iOS 18.6.2
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 E300 0222 08
custom name, nz
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 61
time diff [logger-smartphone](sec), -6
lat, 43.479051
long, -5.135047
accuracy (m), 19.9
------------------------------,--------------------
time,temp
2026-08-30 06:05:00,NA
2026-08-30 06:07:00,18.6
2026-08-30 06:09:00,18.4
2026-08-30 06:11:00,18.4
2026-08-30 06:13:00,19.2
2026-08-30 06:15:00,20.1
2026-08-30 06:17:00,20.3
2026-08-30 06:19:00,20.4
2026-08-30 06:21:00,20.4
2026-08-30 06:23:00,20.4
2026-08-30 06:25:00,20.3
2026-08-30 06:27:00,20.3
2026-08-30 06:29:00,20.4
2026-08-30 06:31:00,20.4
2026-08-30 06:33:00,20.4
2026-08-30 06:35:00,20.4
2026-08-30 06:37:00,20.2
2026-08-30 06:39:00,20.2
2026-08-30 06:41:00,20.3
2026-08-30 06:43:00,20.3
2026-08-30 06:45:00,20.1
2026-08-30 06:47:00,20.3
2026-08-30 06:49:00,20.2
2026-08-30 06:51:00,20.2
2026-08-30 06:53:00,19.9
2026-08-30 06:55:00,20.1
2026-08-30 06:57:00,20.2
2026-08-30 06:59:00,20.3
2026-08-30 07:01:00,20.4
2026-08-30 07:03:00,20.3
2026-08-30 07:05:00,20.3
2026-08-30 07:07:00,20.0
2026-08-30 07:09:00,20.0
2026-08-30 07:11:00,20.2
2026-08-30 07:13:00,20.2
2026-08-30 07:15:00,20.2
2026-08-30 07:17:00,20.3
2026-08-30 07:19:00,20.3
2026-08-30 07:21:00,20.4
2026-08-30 07:23:00,20.3
2026-08-30 07:25:00,20.3
2026-08-30 07:27:00,20.3
2026-08-30 07:29:00,20.3
2026-08-30 07:31:00,20.4
2026-08-30 07:33:00,20.3
2026-08-30 07:35:00,20.4
2026-08-30 07:37:00,20.3
2026-08-30 07:39:00,20.2
2026-08-30 07:41:00,20.2
2026-08-30 07:43:00,20.2
2026-08-30 07:45:00,20.3
2026-08-30 07:47:00,20.3
2026-08-30 07:49:00,20.3
2026-08-30 07:51:00,19.6
2026-08-30 07:53:00,18.9
2026-08-30 07:55:00,18.6
2026-08-30 07:57:00,18.5
2026-08-30 07:59:00,18.3
2026-08-30 08:01:00,18.2
2026-08-30 08:03:00,18.2
2026-08-30 08:05:00,18.2
