------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 46
time diff [logger-smartphone](sec), -3
lat, 43.461431
long, -3.721370
accuracy (m), 4.6
------------------------------,--------------------
time,temp
2025-01-16 16:25:45,NA
2025-01-16 16:27:45,14.6
2025-01-16 16:29:45,12.4
2025-01-16 16:31:45,11.5
2025-01-16 16:33:45,11.2
2025-01-16 16:35:45,12.9
2025-01-16 16:37:45,13.4
2025-01-16 16:39:45,13.4
2025-01-16 16:41:45,13.4
2025-01-16 16:43:45,13.5
2025-01-16 16:45:45,13.4
2025-01-16 16:47:45,13.4
2025-01-16 16:49:45,13.5
2025-01-16 16:51:45,13.4
2025-01-16 16:53:45,13.4
2025-01-16 16:55:45,13.5
2025-01-16 16:57:45,13.5
2025-01-16 16:59:45,13.5
2025-01-16 17:01:45,13.5
2025-01-16 17:03:45,13.5
2025-01-16 17:05:45,13.4
2025-01-16 17:07:45,13.4
2025-01-16 17:09:45,13.5
2025-01-16 17:11:45,13.6
2025-01-16 17:13:45,13.5
2025-01-16 17:15:45,13.5
2025-01-16 17:17:45,13.5
2025-01-16 17:19:45,13.6
2025-01-16 17:21:45,13.6
2025-01-16 17:23:45,13.5
2025-01-16 17:25:45,13.6
2025-01-16 17:27:45,13.6
2025-01-16 17:29:45,13.6
2025-01-16 17:31:45,13.4
2025-01-16 17:33:45,10.8
2025-01-16 17:35:45,9.4
2025-01-16 17:37:45,8.7
2025-01-16 17:39:45,8.4
2025-01-16 17:41:45,7.9
2025-01-16 17:43:45,7.9
2025-01-16 17:45:45,7.9
2025-01-16 17:47:45,8.0
2025-01-16 17:49:45,8.4
2025-01-16 17:51:45,8.9
2025-01-16 17:53:45,8.9
2025-01-16 17:55:45,9.2
