------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 69
time diff [logger-smartphone](sec), -3
lat, 43.450315
long, -3.963134
accuracy (m), 4.0
------------------------------,--------------------
time,temp
2025-07-15 18:17:57,NA
2025-07-15 18:19:57,23.9
2025-07-15 18:21:57,23.9
2025-07-15 18:23:57,24.0
2025-07-15 18:25:57,24.5
2025-07-15 18:27:57,23.4
2025-07-15 18:29:57,22.4
2025-07-15 18:31:57,22.2
2025-07-15 18:33:57,22.1
2025-07-15 18:35:57,22.1
2025-07-15 18:37:57,22.1
2025-07-15 18:39:57,22.2
2025-07-15 18:41:57,22.2
2025-07-15 18:43:57,22.1
2025-07-15 18:45:57,22.1
2025-07-15 18:47:57,22.1
2025-07-15 18:49:57,22.1
2025-07-15 18:51:57,22.1
2025-07-15 18:53:57,22.2
2025-07-15 18:55:57,22.1
2025-07-15 18:57:57,22.1
2025-07-15 18:59:57,22.1
2025-07-15 19:01:57,22.2
2025-07-15 19:03:57,22.1
2025-07-15 19:05:57,22.1
2025-07-15 19:07:57,22.1
2025-07-15 19:09:57,22.1
2025-07-15 19:11:57,22.1
2025-07-15 19:13:57,22.1
2025-07-15 19:15:57,22.1
2025-07-15 19:17:57,22.1
2025-07-15 19:19:57,22.0
2025-07-15 19:21:57,22.0
2025-07-15 19:23:57,22.0
2025-07-15 19:25:57,22.0
2025-07-15 19:27:57,22.0
2025-07-15 19:29:57,22.0
2025-07-15 19:31:57,22.0
2025-07-15 19:33:57,22.0
2025-07-15 19:35:57,22.0
2025-07-15 19:37:57,22.1
2025-07-15 19:39:57,22.0
2025-07-15 19:41:57,21.9
2025-07-15 19:43:57,22.0
2025-07-15 19:45:57,22.0
2025-07-15 19:47:57,22.0
2025-07-15 19:49:57,22.0
2025-07-15 19:51:57,22.0
2025-07-15 19:53:57,22.0
2025-07-15 19:55:57,22.0
2025-07-15 19:57:57,22.0
2025-07-15 19:59:57,21.9
2025-07-15 20:01:57,22.0
2025-07-15 20:03:57,22.0
2025-07-15 20:05:57,22.0
2025-07-15 20:07:57,22.0
2025-07-15 20:09:57,21.9
2025-07-15 20:11:57,21.9
2025-07-15 20:13:57,21.9
2025-07-15 20:15:57,21.9
2025-07-15 20:17:57,21.6
2025-07-15 20:19:57,21.7
2025-07-15 20:21:57,21.9
2025-07-15 20:23:57,21.4
2025-07-15 20:25:57,20.3
2025-07-15 20:27:57,19.4
2025-07-15 20:29:57,18.7
2025-07-15 20:31:57,18.2
2025-07-15 20:33:57,18.0
