------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A236B
device name, A23 de Roberto
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 3300 C40E 01
custom name, Colegio MB
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -1
lat, 43.451156
long, -3.821627
accuracy (m), 4.2
------------------------------,--------------------
time,temp
2026-05-26 09:15:01,NA
2026-05-26 09:15:21,29.4
2026-05-26 09:15:41,28.1
2026-05-26 09:16:01,26.3
2026-05-26 09:16:21,24.9
2026-05-26 09:16:41,23.8
2026-05-26 09:17:01,23.0
2026-05-26 09:17:21,22.4
2026-05-26 09:17:41,21.9
2026-05-26 09:18:01,21.5
2026-05-26 09:18:21,21.3
2026-05-26 09:18:41,21.1
2026-05-26 09:19:01,20.9
2026-05-26 09:19:21,20.8
2026-05-26 09:19:41,20.8
2026-05-26 09:20:01,20.7
2026-05-26 09:20:21,20.7
2026-05-26 09:20:41,20.7
2026-05-26 09:21:01,20.7
2026-05-26 09:21:21,20.6
2026-05-26 09:21:41,NA
