Date,Latitude,Longitude,Temperature,fractional_time,Team,climatology_temp,Temperature_Anomaly
2025-05-22 16:00:00,43.45058,-3.962947,17.86,4.67741935483871,raw,15.290322580645162,2.5696774193548375
