------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A236B
device name, A23 de Roberto
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 3300 C40E 01
custom name, Colegio MB
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 22
time diff [logger-smartphone](sec), 0
lat, 43.451165
long, -3.821630
accuracy (m), 5.0
------------------------------,--------------------
time,temp
2026-06-01 09:17:40,NA
2026-06-01 09:18:00,26.8
2026-06-01 09:18:20,25.5
2026-06-01 09:18:40,24.1
2026-06-01 09:19:00,23.1
2026-06-01 09:19:20,22.3
2026-06-01 09:19:40,21.7
2026-06-01 09:20:00,21.2
2026-06-01 09:20:20,20.9
2026-06-01 09:20:40,20.7
2026-06-01 09:21:00,20.4
2026-06-01 09:21:20,20.3
2026-06-01 09:21:40,20.2
2026-06-01 09:22:00,20.1
2026-06-01 09:22:20,20.0
2026-06-01 09:22:40,19.9
2026-06-01 09:23:00,19.9
2026-06-01 09:23:20,19.9
2026-06-01 09:23:40,19.9
2026-06-01 09:24:00,19.9
2026-06-01 09:24:20,19.9
2026-06-01 09:24:40,19.9
