------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, CPH2637
device name, OPPO Reno12 FS 5G
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -1
lat, 43.451103
long, -3.821637
accuracy (m), 2.3
------------------------------,--------------------
time,temp
2025-03-04 10:12:20,NA
2025-03-04 10:12:40,20.7
2025-03-04 10:13:00,20.2
2025-03-04 10:13:20,18.7
2025-03-04 10:13:40,17.5
2025-03-04 10:14:00,16.5
2025-03-04 10:14:20,15.7
2025-03-04 10:14:40,15.2
2025-03-04 10:15:00,14.8
2025-03-04 10:15:20,14.5
2025-03-04 10:15:40,14.3
2025-03-04 10:16:00,14.2
2025-03-04 10:16:20,13.9
2025-03-04 10:16:40,13.9
2025-03-04 10:17:00,13.8
2025-03-04 10:17:20,13.7
2025-03-04 10:17:40,13.7
2025-03-04 10:18:00,13.6
2025-03-04 10:18:20,13.7
2025-03-04 10:18:40,13.7
2025-03-04 10:19:00,13.7
