------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, CPH2603
device name, OPPO Reno11 F 5G
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), 0
lat, 43.451137
long, -3.821617
accuracy (m), 1.1
------------------------------,--------------------
time,temp
2025-03-17 10:13:41,NA
2025-03-17 10:14:01,17.9
2025-03-17 10:14:21,17.6
2025-03-17 10:14:41,17.2
2025-03-17 10:15:01,16.5
2025-03-17 10:15:21,15.5
2025-03-17 10:15:41,14.7
2025-03-17 10:16:01,14.1
2025-03-17 10:16:21,13.6
2025-03-17 10:16:41,13.3
2025-03-17 10:17:01,13.1
2025-03-17 10:17:21,13.0
2025-03-17 10:17:41,12.9
2025-03-17 10:18:01,12.7
2025-03-17 10:18:21,12.8
2025-03-17 10:18:41,12.7
2025-03-17 10:19:01,12.7
2025-03-17 10:19:21,12.7
2025-03-17 10:19:41,12.6
2025-03-17 10:20:01,12.6
2025-03-17 10:20:21,12.6
2025-03-17 10:20:41,12.6
2025-03-17 10:21:01,12.7
