------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, CPH2637
device name, OPPO Reno12 FS 5G
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 3300 C40E 01
custom name, Colegio MB
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 20
time diff [logger-smartphone](sec), 0
lat, 43.451032
long, -3.821605
accuracy (m), 3.2
------------------------------,--------------------
time,temp
2025-04-29 09:16:20,NA
2025-04-29 09:16:40,25.9
2025-04-29 09:17:00,24.3
2025-04-29 09:17:20,22.6
2025-04-29 09:17:40,21.1
2025-04-29 09:18:00,20.0
2025-04-29 09:18:20,19.1
2025-04-29 09:18:40,18.5
2025-04-29 09:19:00,18.0
2025-04-29 09:19:20,17.5
2025-04-29 09:19:40,17.3
2025-04-29 09:20:00,17.0
2025-04-29 09:20:20,16.9
2025-04-29 09:20:40,16.7
2025-04-29 09:21:00,16.6
2025-04-29 09:21:20,16.5
2025-04-29 09:21:40,16.5
2025-04-29 09:22:00,16.4
2025-04-29 09:22:20,16.4
2025-04-29 09:22:40,16.7
