------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, CPH2603
device name, OPPO Reno11 F 5G
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 18
time diff [logger-smartphone](sec), 0
lat, 43.451403
long, -3.821793
accuracy (m), 3.7
------------------------------,--------------------
time,temp
2025-02-17 10:13:40,18.5
2025-02-17 10:14:00,18.8
2025-02-17 10:14:20,18.6
2025-02-17 10:14:40,17.4
2025-02-17 10:15:00,16.6
2025-02-17 10:15:20,16.0
2025-02-17 10:15:40,15.4
2025-02-17 10:16:00,15.1
2025-02-17 10:16:20,14.7
2025-02-17 10:16:40,14.5
2025-02-17 10:17:00,14.3
2025-02-17 10:17:20,14.2
2025-02-17 10:17:40,14.1
2025-02-17 10:18:00,14.1
2025-02-17 10:18:20,14.1
2025-02-17 10:18:40,14.1
2025-02-17 10:19:00,14.5
2025-02-17 10:19:20,NA
